Epoch	Train Loss	Train Accuracy	Validation Accuracy
2024-04-09 20:35:29.753028	,247	,0.8980,	0.0000,	0.2393
2024-04-09 20:35:39.006558	,248	,0.8394,	0.0000,	0.2533
2024-04-09 20:35:48.252160	,249	,0.8787,	0.0000,	0.2347
2024-04-09 20:35:57.543025	,250	,0.8408,	0.0000,	0.1967
2024-04-09 20:36:06.830933	,251	,0.8497,	0.0000,	0.2367
2024-04-09 20:36:16.082132	,252	,0.8634,	0.0000,	0.2247
2024-04-09 20:36:25.301888	,253	,0.8710,	0.0000,	0.2180
2024-04-09 20:36:34.524175	,254	,0.8376,	0.0000,	0.2220
2024-04-09 20:36:43.664818	,255	,0.8396,	0.0000,	0.2393
2024-04-09 20:36:52.983953	,256	,0.8516,	0.0000,	0.2533
2024-04-09 20:37:02.039875	,257	,0.8200,	0.0000,	0.2347
2024-04-09 20:37:11.192499	,258	,0.8380,	0.0000,	0.1967
2024-04-09 20:37:20.249852	,259	,0.8637,	0.0000,	0.2367
2024-04-09 20:37:29.407328	,260	,0.8495,	0.0000,	0.2247
2024-04-09 20:37:38.392605	,261	,0.8216,	0.0000,	0.2180
2024-04-09 20:37:47.497945	,262	,0.8185,	0.0000,	0.2220
2024-04-09 20:37:56.507385	,263	,0.8699,	0.0000,	0.2393
2024-04-09 20:38:05.779446	,264	,0.8156,	0.0000,	0.2533
2024-04-09 20:38:14.971952	,265	,0.8523,	0.0000,	0.2347
2024-04-09 20:38:24.006177	,266	,0.8067,	0.0000,	0.1967
2024-04-09 20:38:33.058950	,267	,0.8490,	0.0000,	0.2367
2024-04-09 20:38:41.922151	,268	,0.8036,	0.0000,	0.2247
2024-04-09 20:38:51.114223	,269	,0.7965,	0.0000,	0.2180
2024-04-09 20:39:00.158966	,270	,0.8405,	0.0000,	0.2220
2024-04-09 20:39:09.569930	,271	,0.8225,	0.0000,	0.2393
2024-04-09 20:39:18.708075	,272	,0.8652,	0.0000,	0.2533
2024-04-09 20:39:27.831177	,273	,0.7962,	0.0000,	0.2347
2024-04-09 20:39:37.001306	,274	,0.8428,	0.0000,	0.1967
2024-04-09 20:39:46.078086	,275	,0.8262,	0.0000,	0.2367
