Epoch	Train Loss	Train Accuracy	Validation Accuracy
2024-04-17 22:06:34.601592	,122	,1.0885,	0.0000,	0.3333
2024-04-17 22:06:34.608096	,123	,1.0832,	0.0000,	0.3040
2024-04-17 22:06:34.620104	,124	,1.1468,	0.0000,	0.3020
2024-04-17 22:06:34.628273	,125	,1.0764,	0.0000,	0.3327
2024-04-17 22:06:34.636698	,126	,1.0724,	0.0000,	0.3193
2024-04-17 22:06:34.643529	,127	,1.1106,	0.0000,	0.3333
2024-04-17 22:06:34.651104	,128	,1.0499,	0.0000,	0.3080
2024-04-17 22:06:34.660037	,129	,1.1546,	0.0000,	0.3100
2024-04-17 22:06:34.671560	,130	,1.0742,	0.0000,	0.3213
2024-04-17 22:06:34.679149	,131	,1.1496,	0.0000,	0.3007
2024-04-17 22:06:34.687745	,132	,1.1426,	0.0000,	0.3160
2024-04-17 22:06:34.695502	,133	,1.1266,	0.0000,	0.3113
2024-04-17 22:06:34.703964	,134	,1.1302,	0.0000,	0.3200
2024-04-17 22:06:34.712960	,135	,1.1169,	0.0000,	0.3300
2024-04-17 22:06:34.722309	,136	,1.0719,	0.0000,	0.3227
2024-04-17 22:06:34.729379	,137	,1.0914,	0.0000,	0.3273
2024-04-17 22:06:34.736565	,138	,1.0940,	0.0000,	0.3353
2024-04-17 22:06:34.744565	,139	,1.1447,	0.0000,	0.3180
2024-04-17 22:06:36.010361	,140	,1.0913,	0.0000,	0.3353
2024-04-17 22:06:36.019366	,141	,1.0662,	0.0000,	0.3180
2024-04-17 22:06:36.026367	,142	,1.1313,	0.0000,	0.3147
2024-04-17 22:06:36.034004	,143	,1.0948,	0.0000,	0.2993
2024-04-17 22:06:36.041518	,144	,1.0820,	0.0000,	0.3073
2024-04-17 22:06:36.047518	,145	,1.1471,	0.0000,	0.3013
2024-04-17 22:06:36.058518	,146	,1.1466,	0.0000,	0.3220
2024-04-17 22:06:36.064520	,147	,1.1006,	0.0000,	0.3327
2024-04-17 22:06:36.074518	,148	,1.0746,	0.0000,	0.2987
2024-04-17 22:06:36.083517	,149	,1.0902,	0.0000,	0.3280
2024-04-17 22:06:36.091520	,150	,1.0956,	0.0000,	0.3440
2024-04-17 22:06:36.098522	,151	,1.0630,	0.0000,	0.3187
2024-04-17 22:06:36.107740	,152	,1.1121,	0.0000,	0.3333
2024-04-17 22:06:36.116743	,153	,1.1255,	0.0000,	0.3040
2024-04-17 22:06:36.124887	,154	,1.0879,	0.0000,	0.3020
2024-04-17 22:06:36.131542	,155	,1.0965,	0.0000,	0.3327
2024-04-17 22:06:36.140542	,156	,1.1147,	0.0000,	0.3193
2024-04-17 22:06:36.150463	,157	,1.1342,	0.0000,	0.3333
2024-04-17 22:06:36.157462	,158	,1.0850,	0.0000,	0.3080
2024-04-17 22:06:36.167462	,159	,1.1090,	0.0000,	0.3100
2024-04-17 22:06:36.173463	,160	,1.1274,	0.0000,	0.3213
2024-04-17 22:06:36.179463	,161	,1.0747,	0.0000,	0.3007
2024-04-17 22:06:36.186463	,162	,1.1371,	0.0000,	0.3160
2024-04-17 22:06:36.196463	,163	,1.1244,	0.0000,	0.3113
2024-04-17 22:06:36.204464	,164	,1.1291,	0.0000,	0.3200
2024-04-17 22:06:36.211462	,165	,1.1097,	0.0000,	0.3300
2024-04-17 22:06:36.217472	,166	,1.1023,	0.0000,	0.3227
2024-04-17 22:06:36.223469	,167	,1.1409,	0.0000,	0.3273
2024-04-17 22:06:36.230516	,168	,1.1506,	0.0000,	0.3353
2024-04-17 22:06:36.238513	,169	,1.1131,	0.0000,	0.3180
2024-04-17 22:06:36.249514	,170	,1.0762,	0.0000,	0.3353
2024-04-17 22:06:36.257396	,171	,1.1339,	0.0000,	0.3180
2024-04-17 22:06:36.264395	,172	,1.1691,	0.0000,	0.3147
2024-04-17 22:06:36.271395	,173	,1.1044,	0.0000,	0.2993
2024-04-17 22:06:36.278394	,174	,1.1041,	0.0000,	0.3073
2024-04-17 22:06:36.284399	,175	,1.0779,	0.0000,	0.3013
2024-04-17 22:06:36.291398	,176	,1.0850,	0.0000,	0.3220
2024-04-17 22:06:36.296395	,177	,1.1581,	0.0000,	0.3327
2024-04-17 22:06:36.302395	,178	,1.0989,	0.0000,	0.2987
2024-04-17 22:06:36.308394	,179	,1.0887,	0.0000,	0.3280
2024-04-17 22:06:36.315028	,180	,1.0692,	0.0000,	0.3440
2024-04-17 22:06:36.321026	,181	,1.0658,	0.0000,	0.3187
2024-04-17 22:06:36.327027	,182	,1.1198,	0.0000,	0.3333
2024-04-17 22:06:36.336531	,183	,1.0897,	0.0000,	0.3040
2024-04-17 22:06:36.345533	,184	,1.1523,	0.0000,	0.3020
2024-04-17 22:06:36.355531	,185	,1.0838,	0.0000,	0.3327
2024-04-17 22:06:36.363806	,186	,1.1538,	0.0000,	0.3193
2024-04-17 22:06:36.372805	,187	,1.1260,	0.0000,	0.3333
2024-04-17 22:06:36.380807	,188	,1.0733,	0.0000,	0.3080
2024-04-17 22:06:36.388807	,189	,1.1317,	0.0000,	0.3100
2024-04-17 22:06:36.395805	,190	,1.0949,	0.0000,	0.3213
2024-04-17 22:06:36.403806	,191	,1.1300,	0.0000,	0.3007
2024-04-17 22:06:36.410806	,192	,1.0809,	0.0000,	0.3160
2024-04-17 22:06:36.417810	,193	,1.1357,	0.0000,	0.3113
2024-04-17 22:06:36.426809	,194	,1.1081,	0.0000,	0.3200
2024-04-17 22:06:36.434320	,195	,1.0536,	0.0000,	0.3300
2024-04-17 22:06:36.446101	,196	,1.0993,	0.0000,	0.3227
2024-04-17 22:06:36.453101	,197	,1.1060,	0.0000,	0.3273
2024-04-17 22:06:36.460098	,198	,1.1098,	0.0000,	0.3353
2024-04-17 22:06:36.471935	,199	,1.0676,	0.0000,	0.3180
2024-04-17 22:06:36.478933	,200	,1.1235,	0.0000,	0.3353
2024-04-17 22:06:36.487934	,201	,1.1158,	0.0000,	0.3180
2024-04-17 22:06:36.494934	,202	,1.1007,	0.0000,	0.3147
2024-04-17 22:06:36.502932	,203	,1.1329,	0.0000,	0.2993
2024-04-17 22:06:36.509933	,204	,1.0712,	0.0000,	0.3073
2024-04-17 22:06:36.515939	,205	,1.0999,	0.0000,	0.3013
2024-04-17 22:06:36.521942	,206	,1.1248,	0.0000,	0.3220
2024-04-17 22:06:36.527941	,207	,1.1165,	0.0000,	0.3327
2024-04-17 22:06:36.537448	,208	,1.1440,	0.0000,	0.2987
2024-04-17 22:06:36.544447	,209	,1.1243,	0.0000,	0.3280
2024-04-17 22:06:36.552447	,210	,1.1067,	0.0000,	0.3440
2024-04-17 22:06:36.558447	,211	,1.1033,	0.0000,	0.3187
2024-04-17 22:06:36.565448	,212	,1.0981,	0.0000,	0.3333
2024-04-17 22:06:36.573447	,213	,1.0360,	0.0000,	0.3040
2024-04-17 22:06:36.581018	,214	,1.0866,	0.0000,	0.3020
2024-04-17 22:06:36.593028	,215	,1.0835,	0.0000,	0.3327
2024-04-17 22:06:36.602027	,216	,1.1082,	0.0000,	0.3193
2024-04-17 22:06:36.609533	,217	,1.0994,	0.0000,	0.3333
2024-04-17 22:06:36.616537	,218	,1.1075,	0.0000,	0.3080
2024-04-17 22:06:36.625647	,219	,1.1198,	0.0000,	0.3100
2024-04-17 22:06:36.631670	,220	,1.0478,	0.0000,	0.3213
2024-04-17 22:06:36.636666	,221	,1.0974,	0.0000,	0.3007
2024-04-17 22:06:36.643666	,222	,1.0801,	0.0000,	0.3160
2024-04-17 22:06:36.650667	,223	,1.1420,	0.0000,	0.3113
2024-04-17 22:06:36.659667	,224	,1.0798,	0.0000,	0.3200
2024-04-17 22:06:36.666667	,225	,1.0573,	0.0000,	0.3300
2024-04-17 22:06:36.676668	,226	,1.0669,	0.0000,	0.3227
2024-04-17 22:06:36.686672	,227	,1.0663,	0.0000,	0.3273
2024-04-17 22:06:36.694427	,228	,1.1114,	0.0000,	0.3353
2024-04-17 22:06:36.702938	,229	,1.0893,	0.0000,	0.3180
2024-04-17 22:06:36.708938	,230	,1.0655,	0.0000,	0.3353
2024-04-17 22:06:36.714937	,231	,1.0662,	0.0000,	0.3180
2024-04-17 22:06:36.721940	,232	,1.1213,	0.0000,	0.3147
2024-04-17 22:06:36.728940	,233	,1.1091,	0.0000,	0.2993
2024-04-17 22:06:36.738533	,234	,1.1385,	0.0000,	0.3073
2024-04-17 22:06:36.745536	,235	,1.1381,	0.0000,	0.3013
2024-04-17 22:06:36.752533	,236	,1.0925,	0.0000,	0.3220
2024-04-17 22:06:36.762493	,237	,1.0539,	0.0000,	0.3327
2024-04-17 22:06:36.771162	,238	,1.1267,	0.0000,	0.2987
2024-04-17 22:06:36.777992	,239	,1.0888,	0.0000,	0.3280
2024-04-17 22:06:36.789038	,240	,1.0751,	0.0000,	0.3440
2024-04-17 22:06:36.798016	,241	,1.1311,	0.0000,	0.3187
2024-04-17 22:06:36.805539	,242	,1.1009,	0.0000,	0.3333
2024-04-17 22:06:36.813614	,243	,1.0618,	0.0000,	0.3040
2024-04-17 22:06:36.820908	,244	,1.1014,	0.0000,	0.3020
2024-04-17 22:06:36.827421	,245	,1.0742,	0.0000,	0.3327
2024-04-17 22:06:36.833929	,246	,1.1550,	0.0000,	0.3193
2024-04-17 22:06:36.840572	,247	,1.1213,	0.0000,	0.3333
2024-04-17 22:06:36.847102	,248	,1.0766,	0.0000,	0.3080
2024-04-17 22:06:36.854101	,249	,1.0937,	0.0000,	0.3100
2024-04-17 22:06:36.861612	,250	,1.1646,	0.0000,	0.3213
2024-04-17 22:06:36.867611	,251	,1.1249,	0.0000,	0.3007
2024-04-17 22:06:36.875613	,252	,1.0590,	0.0000,	0.3160
2024-04-17 22:06:36.882611	,253	,1.1049,	0.0000,	0.3113
2024-04-17 22:06:36.891246	,254	,1.1297,	0.0000,	0.3200
2024-04-17 22:06:36.901250	,255	,1.0880,	0.0000,	0.3300
2024-04-17 22:06:36.908956	,256	,1.0563,	0.0000,	0.3227
2024-04-17 22:06:36.915962	,257	,1.0474,	0.0000,	0.3273
2024-04-17 22:06:36.923958	,258	,1.1431,	0.0000,	0.3353
2024-04-17 22:06:36.931465	,259	,1.0690,	0.0000,	0.3180
2024-04-17 22:06:36.939465	,260	,1.0806,	0.0000,	0.3353
2024-04-17 22:06:36.946472	,261	,1.1170,	0.0000,	0.3180
2024-04-17 22:06:36.955886	,262	,1.0839,	0.0000,	0.3147
2024-04-17 22:06:36.964884	,263	,1.1789,	0.0000,	0.2993
2024-04-17 22:06:36.972885	,264	,1.1300,	0.0000,	0.3073
2024-04-17 22:06:36.978884	,265	,1.1062,	0.0000,	0.3013
2024-04-17 22:06:36.984886	,266	,1.1469,	0.0000,	0.3220
2024-04-17 22:06:36.994884	,267	,1.0726,	0.0000,	0.3327
2024-04-17 22:06:37.001885	,268	,1.0894,	0.0000,	0.2987
2024-04-17 22:06:37.008884	,269	,1.1303,	0.0000,	0.3280
2024-04-17 22:06:37.018446	,270	,1.1600,	0.0000,	0.3440
2024-04-17 22:06:37.028444	,271	,1.0926,	0.0000,	0.3187
2024-04-17 22:06:37.035950	,272	,1.0680,	0.0000,	0.3333
2024-04-17 22:06:37.041952	,273	,1.1247,	0.0000,	0.3040
2024-04-17 22:06:37.047951	,274	,1.1204,	0.0000,	0.3020
2024-04-17 22:06:37.057951	,275	,1.1144,	0.0000,	0.3327
2024-04-17 22:06:37.064955	,276	,1.0885,	0.0000,	0.3193
2024-04-17 22:06:37.072952	,277	,1.0826,	0.0000,	0.3333
2024-04-17 22:06:37.079951	,278	,1.1159,	0.0000,	0.3080
2024-04-17 22:06:37.086958	,279	,1.0902,	0.0000,	0.3100
2024-04-17 22:06:38.354627	,280	,1.0102,	0.0000,	0.3213
2024-04-17 22:06:38.368631	,281	,1.0547,	0.0000,	0.3007
2024-04-17 22:06:38.378627	,282	,1.0806,	0.0000,	0.3160
2024-04-17 22:06:38.388628	,283	,1.1208,	0.0000,	0.3113
2024-04-17 22:06:38.398627	,284	,1.0791,	0.0000,	0.3200
2024-04-17 22:06:38.406625	,285	,1.0260,	0.0000,	0.3300
2024-04-17 22:06:38.412626	,286	,1.0803,	0.0000,	0.3227
2024-04-17 22:06:38.420630	,287	,1.1217,	0.0000,	0.3273
2024-04-17 22:06:38.426634	,288	,1.1693,	0.0000,	0.3353
2024-04-17 22:06:38.434674	,289	,1.0930,	0.0000,	0.3180
2024-04-17 22:06:38.441671	,290	,1.0603,	0.0000,	0.3353
2024-04-17 22:06:38.450674	,291	,1.1414,	0.0000,	0.3180
2024-04-17 22:06:38.459670	,292	,1.0963,	0.0000,	0.3147
2024-04-17 22:06:38.467671	,293	,1.0626,	0.0000,	0.2993
2024-04-17 22:06:38.475670	,294	,1.1068,	0.0000,	0.3073
2024-04-17 22:06:38.483046	,295	,1.1218,	0.0000,	0.3013
2024-04-17 22:06:38.494046	,296	,1.1255,	0.0000,	0.3220
2024-04-17 22:06:38.502044	,297	,1.1334,	0.0000,	0.3327
2024-04-17 22:06:38.509045	,298	,1.1028,	0.0000,	0.2987
2024-04-17 22:06:38.518050	,299	,1.1182,	0.0000,	0.3280
2024-04-17 22:06:38.526049	,300	,1.0927,	0.0000,	0.3440
2024-04-17 22:06:38.531049	,301	,0.9967,	0.0000,	0.3187
2024-04-17 22:06:38.538559	,302	,1.0731,	0.0000,	0.3333
2024-04-17 22:06:38.547981	,303	,1.1382,	0.0000,	0.3040
2024-04-17 22:06:38.556981	,304	,1.0483,	0.0000,	0.3020
2024-04-17 22:06:38.565983	,305	,1.1662,	0.0000,	0.3327
2024-04-17 22:06:38.573980	,306	,1.0808,	0.0000,	0.3193
2024-04-17 22:06:38.579979	,307	,1.0618,	0.0000,	0.3333
2024-04-17 22:06:38.588979	,308	,1.1000,	0.0000,	0.3080
2024-04-17 22:06:38.594986	,309	,1.0885,	0.0000,	0.3100
2024-04-17 22:06:38.605988	,310	,1.0864,	0.0000,	0.3213
2024-04-17 22:06:38.612503	,311	,1.1531,	0.0000,	0.3007
2024-04-17 22:06:38.622508	,312	,1.1383,	0.0000,	0.3160
2024-04-17 22:06:38.632507	,313	,1.0699,	0.0000,	0.3113
2024-04-17 22:06:38.641018	,314	,1.0831,	0.0000,	0.3200
2024-04-17 22:06:38.650020	,315	,1.1129,	0.0000,	0.3300
2024-04-17 22:06:38.660616	,316	,1.1165,	0.0000,	0.3227
2024-04-17 22:06:38.670169	,317	,1.0529,	0.0000,	0.3273
2024-04-17 22:06:38.677170	,318	,1.0972,	0.0000,	0.3353
2024-04-17 22:06:38.684172	,319	,1.0919,	0.0000,	0.3180
2024-04-17 22:06:38.692176	,320	,1.0932,	0.0000,	0.3353
2024-04-17 22:06:38.700177	,321	,1.1372,	0.0000,	0.3180
2024-04-17 22:06:38.707263	,322	,1.1512,	0.0000,	0.3147
2024-04-17 22:06:38.715263	,323	,1.1246,	0.0000,	0.2993
2024-04-17 22:06:38.723269	,324	,1.0704,	0.0000,	0.3073
2024-04-17 22:06:38.732776	,325	,1.1375,	0.0000,	0.3013
2024-04-17 22:06:38.742289	,326	,1.1082,	0.0000,	0.3220
2024-04-17 22:06:38.750292	,327	,1.1498,	0.0000,	0.3327
2024-04-17 22:06:38.759289	,328	,1.1213,	0.0000,	0.2987
2024-04-17 22:06:38.767385	,329	,1.1257,	0.0000,	0.3280
2024-04-17 22:06:38.774383	,330	,1.1295,	0.0000,	0.3440
2024-04-17 22:06:38.780383	,331	,1.1206,	0.0000,	0.3187
2024-04-17 22:06:38.788383	,332	,1.0341,	0.0000,	0.3333
2024-04-17 22:06:38.795383	,333	,1.1608,	0.0000,	0.3040
2024-04-17 22:06:38.802384	,334	,1.1030,	0.0000,	0.3020
2024-04-17 22:06:38.809384	,335	,1.1600,	0.0000,	0.3327
2024-04-17 22:06:38.817382	,336	,1.0797,	0.0000,	0.3193
2024-04-17 22:06:38.826386	,337	,1.0966,	0.0000,	0.3333
2024-04-17 22:06:38.835894	,338	,1.1080,	0.0000,	0.3080
2024-04-17 22:06:38.842894	,339	,1.1087,	0.0000,	0.3100
2024-04-17 22:06:38.854401	,340	,1.0504,	0.0000,	0.3213
2024-04-17 22:06:38.864360	,341	,1.0525,	0.0000,	0.3007
2024-04-17 22:06:38.873353	,342	,1.0677,	0.0000,	0.3160
2024-04-17 22:06:38.884356	,343	,1.1169,	0.0000,	0.3113
2024-04-17 22:06:38.894794	,344	,1.0904,	0.0000,	0.3200
2024-04-17 22:06:38.904462	,345	,1.0880,	0.0000,	0.3300
2024-04-17 22:06:38.911567	,346	,1.1067,	0.0000,	0.3227
2024-04-17 22:06:38.918797	,347	,1.0479,	0.0000,	0.3273
2024-04-17 22:06:38.926012	,348	,1.0505,	0.0000,	0.3353
2024-04-17 22:06:38.933543	,349	,1.0938,	0.0000,	0.3180
2024-04-17 22:06:38.940987	,350	,1.0317,	0.0000,	0.3353
2024-04-17 22:06:38.951983	,351	,1.0847,	0.0000,	0.3180
2024-04-17 22:06:38.958297	,352	,1.1116,	0.0000,	0.3147
2024-04-17 22:06:38.967102	,353	,1.1100,	0.0000,	0.2993
2024-04-17 22:06:38.974102	,354	,1.1172,	0.0000,	0.3073
2024-04-17 22:06:38.983101	,355	,1.1115,	0.0000,	0.3013
2024-04-17 22:06:38.990102	,356	,1.0596,	0.0000,	0.3220
2024-04-17 22:06:38.996101	,357	,1.0673,	0.0000,	0.3327
2024-04-17 22:06:39.006637	,358	,1.1126,	0.0000,	0.2987
2024-04-17 22:06:39.015640	,359	,1.0881,	0.0000,	0.3280
2024-04-17 22:06:39.024641	,360	,1.0645,	0.0000,	0.3440
2024-04-17 22:06:39.033144	,361	,1.0906,	0.0000,	0.3187
2024-04-17 22:06:39.039148	,362	,1.0656,	0.0000,	0.3333
2024-04-17 22:06:39.046147	,363	,1.1125,	0.0000,	0.3040
2024-04-17 22:06:39.054147	,364	,1.1082,	0.0000,	0.3020
2024-04-17 22:06:39.063147	,365	,1.0961,	0.0000,	0.3327
2024-04-17 22:06:39.072150	,366	,1.0718,	0.0000,	0.3193
2024-04-17 22:06:39.080989	,367	,1.1082,	0.0000,	0.3333
2024-04-17 22:06:39.088996	,368	,1.0764,	0.0000,	0.3080
2024-04-17 22:06:39.094994	,369	,1.0912,	0.0000,	0.3100
2024-04-17 22:06:39.104502	,370	,1.1280,	0.0000,	0.3213
2024-04-17 22:06:39.110501	,371	,1.1454,	0.0000,	0.3007
2024-04-17 22:06:39.119507	,372	,1.0796,	0.0000,	0.3160
2024-04-17 22:06:39.128508	,373	,1.1041,	0.0000,	0.3113
2024-04-17 22:06:39.136025	,374	,1.1366,	0.0000,	0.3200
2024-04-17 22:06:39.143022	,375	,1.0908,	0.0000,	0.3300
