Epoch	Train Loss	Train Accuracy	Validation Accuracy
2024-03-23 02:25:33.560423	,0	,2.3498,	0.0000,	0.0000
2024-03-23 02:25:38.570531	,1	,2.3030,	0.0000,	0.0000
2024-03-23 02:25:43.690031	,2	,2.2116,	0.0000,	0.0000
2024-03-23 02:25:48.695477	,3	,2.1387,	0.0000,	0.0000
2024-03-23 02:25:53.296439	,4	,1.9963,	0.0000,	0.0000
2024-03-23 02:25:58.301700	,5	,2.1425,	0.0000,	0.0000
2024-03-23 02:26:02.928557	,6	,2.1334,	0.0000,	0.0000
2024-03-23 02:26:07.596271	,7	,2.0243,	0.0000,	0.0000
2024-03-23 02:26:12.349883	,8	,2.0341,	0.0000,	0.0000
2024-03-23 02:26:17.370774	,9	,1.8406,	0.0000,	0.0000
2024-03-23 02:26:21.979508	,10	,1.9962,	0.0000,	0.0000
2024-03-23 02:26:26.684467	,11	,2.0616,	0.0000,	0.0000
2024-03-23 02:26:31.689516	,12	,1.8213,	0.0000,	0.0000
2024-03-23 02:26:36.508489	,13	,1.9238,	0.0000,	0.0000
2024-03-23 02:26:41.176975	,14	,1.9788,	0.0000,	0.0000
2024-03-23 02:26:46.091383	,15	,1.8720,	0.0000,	0.0000
2024-03-23 02:26:51.160755	,16	,1.8706,	0.0000,	0.0000
2024-03-23 02:26:55.793489	,17	,1.8272,	0.0000,	0.0000
2024-03-23 02:27:00.417039	,18	,1.8410,	0.0000,	0.0000
2024-03-23 02:27:05.201667	,19	,1.5651,	0.0000,	0.0000
2024-03-23 02:27:09.813646	,20	,1.7827,	0.0000,	0.0000
2024-03-23 02:27:14.223270	,21	,1.8791,	0.0000,	0.0000
2024-03-23 02:27:18.767704	,22	,1.6300,	0.0000,	0.0000
2024-03-23 02:27:23.653951	,23	,1.5341,	0.0000,	0.0000
2024-03-23 02:27:28.362684	,24	,1.4884,	0.0000,	0.0000
2024-03-23 02:27:33.146002	,25	,1.8009,	0.0000,	0.0000
2024-03-23 02:27:37.758686	,26	,1.5449,	0.0000,	0.0000
2024-03-23 02:27:42.542603	,27	,1.6464,	0.0000,	0.0000
2024-03-23 02:27:47.131280	,28	,1.6400,	0.0000,	0.0000
2024-03-23 02:27:51.627164	,29	,1.6143,	0.0000,	0.0000
2024-03-23 02:27:56.279907	,30	,1.6125,	0.0000,	0.0000
2024-03-23 02:28:00.887067	,31	,1.4904,	0.0000,	0.0000
2024-03-23 02:28:05.606203	,32	,1.4195,	0.0000,	0.0000
2024-03-23 02:28:10.474335	,33	,1.5719,	0.0000,	0.0000
2024-03-23 02:28:15.194516	,34	,1.4351,	0.0000,	0.0000
2024-03-23 02:28:19.746395	,35	,1.4792,	0.0000,	0.0000
2024-03-23 02:28:24.350798	,36	,1.4538,	0.0000,	0.0000
2024-03-23 02:28:29.155368	,37	,1.4172,	0.0000,	0.0000
2024-03-23 02:28:33.599999	,38	,1.3930,	0.0000,	0.0000
2024-03-23 02:28:38.242297	,39	,1.4564,	0.0000,	0.0000
2024-03-23 02:28:42.840144	,40	,1.3970,	0.0000,	0.0000
2024-03-23 02:28:47.582756	,41	,1.4345,	0.0000,	0.0000
2024-03-23 02:28:52.188273	,42	,1.3564,	0.0000,	0.0000
2024-03-23 02:28:56.682595	,43	,1.3773,	0.0000,	0.0000
2024-03-23 02:29:01.386549	,44	,1.4539,	0.0000,	0.0000
2024-03-23 02:29:06.047875	,45	,1.3526,	0.0000,	0.0000
2024-03-23 02:29:10.587519	,46	,1.2483,	0.0000,	0.0000
2024-03-23 02:29:15.546640	,47	,1.2727,	0.0000,	0.0000
2024-03-23 02:29:20.243849	,48	,1.2899,	0.0000,	0.0000
2024-03-23 02:29:24.705875	,49	,1.3122,	0.0000,	0.0000
2024-03-23 02:29:29.481339	,50	,1.3739,	0.0000,	0.0000
2024-03-23 02:29:34.458033	,51	,1.4636,	0.0000,	0.0000
2024-03-23 02:29:39.075138	,52	,1.2377,	0.0000,	0.0000
2024-03-23 02:29:43.667008	,53	,1.3251,	0.0000,	0.0000
2024-03-23 02:29:48.325196	,54	,1.3788,	0.0000,	0.0000
2024-03-23 02:29:52.811294	,55	,1.3301,	0.0000,	0.0000
2024-03-23 02:29:57.600335	,56	,1.3521,	0.0000,	0.0000
2024-03-23 02:30:02.176394	,57	,1.2980,	0.0000,	0.0000
2024-03-23 02:30:06.887275	,58	,1.3264,	0.0000,	0.0000
2024-03-23 02:30:11.647101	,59	,1.3267,	0.0000,	0.0000
2024-03-23 02:30:16.206413	,60	,1.2351,	0.0000,	0.0000
2024-03-23 02:30:21.064997	,61	,1.2919,	0.0000,	0.0000
2024-03-23 02:30:25.587276	,62	,1.2246,	0.0000,	0.0000
2024-03-23 02:30:30.153865	,63	,1.2206,	0.0000,	0.0000
2024-03-23 02:30:34.854775	,64	,1.2899,	0.0000,	0.0000
2024-03-23 02:30:36.218727	,65	,0.9323,	0.0000,	0.0000
2024-03-23 02:30:41.453153	,66	,1.1538,	0.0000,	0.0000
2024-03-23 02:30:46.160641	,67	,1.2205,	0.0000,	0.0000
2024-03-23 02:30:50.796767	,68	,1.1848,	0.0000,	0.0000
2024-03-23 02:30:55.440306	,69	,1.1867,	0.0000,	0.0000
2024-03-23 02:31:00.032178	,70	,1.1594,	0.0000,	0.0000
2024-03-23 02:31:04.614102	,71	,1.2232,	0.0000,	0.0000
2024-03-23 02:31:09.230512	,72	,1.1797,	0.0000,	0.0000
2024-03-23 02:31:14.119202	,73	,1.1682,	0.0000,	0.0000
2024-03-23 02:31:19.010953	,74	,1.1376,	0.0000,	0.0000
2024-03-23 02:31:23.566623	,75	,1.0959,	0.0000,	0.0000
2024-03-23 02:31:28.834240	,76	,1.2563,	0.0000,	0.0000
2024-03-23 02:31:33.444226	,77	,1.2156,	0.0000,	0.0000
2024-03-23 02:31:38.345932	,78	,1.1127,	0.0000,	0.0000
2024-03-23 02:31:43.149678	,79	,1.1596,	0.0000,	0.0000
2024-03-23 02:31:47.793615	,80	,1.1792,	0.0000,	0.0000
2024-03-23 02:31:52.167382	,81	,1.1381,	0.0000,	0.0000
2024-03-23 02:31:56.874375	,82	,1.1223,	0.0000,	0.0000
2024-03-23 02:32:01.794726	,83	,1.1570,	0.0000,	0.0000
2024-03-23 02:32:06.386485	,84	,1.1317,	0.0000,	0.0000
2024-03-23 02:32:11.023224	,85	,1.0925,	0.0000,	0.0000
2024-03-23 02:32:15.507724	,86	,1.1524,	0.0000,	0.0000
2024-03-23 02:32:20.073396	,87	,1.1909,	0.0000,	0.0000
2024-03-23 02:32:24.766950	,88	,1.1256,	0.0000,	0.0000
2024-03-23 02:32:29.409817	,89	,1.0914,	0.0000,	0.0000
2024-03-23 02:32:34.169239	,90	,1.0845,	0.0000,	0.0000
2024-03-23 02:32:38.694998	,91	,1.0757,	0.0000,	0.0000
2024-03-23 02:32:43.342455	,92	,1.0570,	0.0000,	0.0000
2024-03-23 02:32:47.931970	,93	,1.1165,	0.0000,	0.0000
2024-03-23 02:32:52.761274	,94	,1.0817,	0.0000,	0.0000
2024-03-23 02:32:57.247955	,95	,1.0896,	0.0000,	0.0000
2024-03-23 02:33:01.861961	,96	,1.0966,	0.0000,	0.0000
2024-03-23 02:33:06.572425	,97	,1.0729,	0.0000,	0.0000
2024-03-23 02:33:11.076986	,98	,1.0730,	0.0000,	0.0000
2024-03-23 02:33:15.837206	,99	,1.0669,	0.0000,	0.0000
2024-03-23 02:33:20.528918	,100	,1.0618,	0.0000,	0.0000
2024-03-23 02:33:25.147445	,101	,1.0580,	0.0000,	0.0000
2024-03-23 02:33:30.032641	,102	,1.0302,	0.0000,	0.0000
2024-03-23 02:33:34.560026	,103	,1.0513,	0.0000,	0.0000
2024-03-23 02:33:39.260177	,104	,1.0221,	0.0000,	0.0000
2024-03-23 02:33:43.969228	,105	,1.0737,	0.0000,	0.0000
2024-03-23 02:33:48.474350	,106	,1.0484,	0.0000,	0.0000
2024-03-23 02:33:53.144549	,107	,0.9980,	0.0000,	0.0000
2024-03-23 02:33:58.142724	,108	,1.0556,	0.0000,	0.0000
2024-03-23 02:34:02.794150	,109	,1.0105,	0.0000,	0.0000
2024-03-23 02:34:07.419823	,110	,1.0670,	0.0000,	0.0000
2024-03-23 02:34:12.157847	,111	,0.9681,	0.0000,	0.0000
2024-03-23 02:34:16.693386	,112	,0.9694,	0.0000,	0.0000
2024-03-23 02:34:21.523170	,113	,0.9676,	0.0000,	0.0000
2024-03-23 02:34:26.031442	,114	,1.0061,	0.0000,	0.0000
2024-03-23 02:34:30.588912	,115	,1.0029,	0.0000,	0.0000
2024-03-23 02:34:35.261255	,116	,1.0103,	0.0000,	0.0000
2024-03-23 02:34:39.932932	,117	,1.0065,	0.0000,	0.0000
2024-03-23 02:34:44.681697	,118	,0.9761,	0.0000,	0.0000
2024-03-23 02:34:49.302716	,119	,1.0191,	0.0000,	0.0000
2024-03-23 02:34:53.760213	,120	,1.0016,	0.0000,	0.0000
2024-03-23 02:34:58.237231	,121	,0.9889,	0.0000,	0.0000
2024-03-23 02:35:03.124833	,122	,1.0200,	0.0000,	0.0000
2024-03-23 02:35:07.722254	,123	,1.0078,	0.0000,	0.0000
2024-03-23 02:35:12.296484	,124	,0.9456,	0.0000,	0.0000
2024-03-23 02:35:17.033297	,125	,0.9960,	0.0000,	0.0000
2024-03-23 02:35:21.759980	,126	,0.9827,	0.0000,	0.0000
2024-03-23 02:35:26.319238	,127	,1.0092,	0.0000,	0.0000
2024-03-23 02:35:30.755108	,128	,0.9225,	0.0000,	0.0000
2024-03-23 02:35:35.412030	,129	,0.9572,	0.0000,	0.0000
2024-03-23 02:35:40.203791	,130	,0.9629,	0.0000,	0.0000
2024-03-23 02:35:41.590073	,131	,0.8110,	0.0000,	0.0000
2024-03-23 02:35:46.415048	,132	,0.9107,	0.0000,	0.0000
2024-03-23 02:35:51.306870	,133	,0.9731,	0.0000,	0.0000
2024-03-23 02:35:56.011694	,134	,0.9462,	0.0000,	0.0000
2024-03-23 02:36:00.703327	,135	,0.9326,	0.0000,	0.0000
2024-03-23 02:36:05.273675	,136	,0.9683,	0.0000,	0.0000
2024-03-23 02:36:10.041518	,137	,0.9656,	0.0000,	0.0000
2024-03-23 02:36:14.531815	,138	,0.9178,	0.0000,	0.0000
2024-03-23 02:36:19.187784	,139	,0.9364,	0.0000,	0.0000
2024-03-23 02:36:23.819050	,140	,0.9590,	0.0000,	0.0000
2024-03-23 02:36:28.273365	,141	,0.9046,	0.0000,	0.0000
2024-03-23 02:36:33.101560	,142	,0.9493,	0.0000,	0.0000
2024-03-23 02:36:37.865424	,143	,0.9480,	0.0000,	0.0000
2024-03-23 02:36:42.356715	,144	,0.8790,	0.0000,	0.0000
2024-03-23 02:36:47.229511	,145	,0.9099,	0.0000,	0.0000
2024-03-23 02:36:51.810504	,146	,0.9459,	0.0000,	0.0000
2024-03-23 02:36:56.512252	,147	,0.9161,	0.0000,	0.0000
2024-03-23 02:37:01.110959	,148	,0.8831,	0.0000,	0.0000
2024-03-23 02:37:05.903110	,149	,0.9534,	0.0000,	0.0000
2024-03-23 02:37:10.578786	,150	,0.9056,	0.0000,	0.0000
2024-03-23 02:37:15.190994	,151	,0.8614,	0.0000,	0.0000
2024-03-23 02:37:19.888003	,152	,0.8950,	0.0000,	0.0000
2024-03-23 02:37:24.353944	,153	,0.9183,	0.0000,	0.0000
2024-03-23 02:37:29.071749	,154	,0.8961,	0.0000,	0.0000
2024-03-23 02:37:33.821731	,155	,0.8773,	0.0000,	0.0000
2024-03-23 02:37:38.508601	,156	,0.8466,	0.0000,	0.0000
2024-03-23 02:37:42.977314	,157	,0.8795,	0.0000,	0.0000
2024-03-23 02:37:47.448766	,158	,0.8761,	0.0000,	0.0000
2024-03-23 02:37:52.071671	,159	,0.8975,	0.0000,	0.0000
2024-03-23 02:37:56.651116	,160	,0.8717,	0.0000,	0.0000
2024-03-23 02:38:01.497117	,161	,0.8995,	0.0000,	0.0000
2024-03-23 02:38:06.062973	,162	,0.8791,	0.0000,	0.0000
2024-03-23 02:38:10.732905	,163	,0.8490,	0.0000,	0.0000
2024-03-23 02:38:15.344235	,164	,0.9012,	0.0000,	0.0000
2024-03-23 02:38:20.280702	,165	,0.8755,	0.0000,	0.0000
2024-03-23 02:38:24.928752	,166	,0.8509,	0.0000,	0.0000
2024-03-23 02:38:29.390212	,167	,0.8603,	0.0000,	0.0000
2024-03-23 02:38:33.995576	,168	,0.8677,	0.0000,	0.0000
2024-03-23 02:38:38.483432	,169	,0.8440,	0.0000,	0.0000
2024-03-23 02:38:43.115624	,170	,0.8263,	0.0000,	0.0000
2024-03-23 02:38:47.830618	,171	,0.8607,	0.0000,	0.0000
2024-03-23 02:38:52.458371	,172	,0.8702,	0.0000,	0.0000
2024-03-23 02:38:57.214029	,173	,0.8234,	0.0000,	0.0000
2024-03-23 02:39:02.135249	,174	,0.8391,	0.0000,	0.0000
2024-03-23 02:39:06.853761	,175	,0.8538,	0.0000,	0.0000
2024-03-23 02:39:11.545456	,176	,0.8682,	0.0000,	0.0000
2024-03-23 02:39:16.083159	,177	,0.8322,	0.0000,	0.0000
2024-03-23 02:39:20.727241	,178	,0.7972,	0.0000,	0.0000
2024-03-23 02:39:25.549720	,179	,0.8287,	0.0000,	0.0000
2024-03-23 02:39:30.335892	,180	,0.8301,	0.0000,	0.0000
2024-03-23 02:39:34.922419	,181	,0.8299,	0.0000,	0.0000
2024-03-23 02:39:39.515198	,182	,0.8433,	0.0000,	0.0000
2024-03-23 02:39:44.110210	,183	,0.8598,	0.0000,	0.0000
2024-03-23 02:39:48.888618	,184	,0.8092,	0.0000,	0.0000
2024-03-23 02:39:53.623930	,185	,0.8337,	0.0000,	0.0000
2024-03-23 02:39:58.308414	,186	,0.8220,	0.0000,	0.0000
2024-03-23 02:40:03.002216	,187	,0.8314,	0.0000,	0.0000
2024-03-23 02:40:07.682323	,188	,0.8185,	0.0000,	0.0000
2024-03-23 02:40:12.441298	,189	,0.8174,	0.0000,	0.0000
2024-03-23 02:40:17.259274	,190	,0.8179,	0.0000,	0.0000
2024-03-23 02:40:22.023778	,191	,0.8423,	0.0000,	0.0000
2024-03-23 02:40:26.498225	,192	,0.8164,	0.0000,	0.0000
2024-03-23 02:40:31.328320	,193	,0.8534,	0.0000,	0.0000
2024-03-23 02:40:35.994674	,194	,0.7966,	0.0000,	0.0000
2024-03-23 02:40:40.606426	,195	,0.8046,	0.0000,	0.0000
2024-03-23 02:40:45.241668	,196	,0.8039,	0.0000,	0.0000
2024-03-23 02:40:46.508686	,197	,0.7175,	0.0000,	0.0000
2024-03-23 02:40:51.834679	,198	,0.7845,	0.0000,	0.0000
2024-03-23 02:40:56.536491	,199	,0.7740,	0.0000,	0.0000
2024-03-23 02:41:01.082683	,200	,0.7956,	0.0000,	0.0000
2024-03-23 02:41:05.702635	,201	,0.8030,	0.0000,	0.0000
2024-03-23 02:41:10.535315	,202	,0.7843,	0.0000,	0.0000
2024-03-23 02:41:15.220103	,203	,0.8058,	0.0000,	0.0000
2024-03-23 02:41:19.849728	,204	,0.7696,	0.0000,	0.0000
2024-03-23 02:41:24.576234	,205	,0.7883,	0.0000,	0.0000
2024-03-23 02:41:29.202852	,206	,0.7868,	0.0000,	0.0000
2024-03-23 02:41:33.873066	,207	,0.7582,	0.0000,	0.0000
2024-03-23 02:41:38.658363	,208	,0.7921,	0.0000,	0.0000
2024-03-23 02:41:43.272030	,209	,0.7945,	0.0000,	0.0000
2024-03-23 02:41:47.907807	,210	,0.7588,	0.0000,	0.0000
2024-03-23 02:41:52.727135	,211	,0.7888,	0.0000,	0.0000
2024-03-23 02:41:57.428061	,212	,0.8000,	0.0000,	0.0000
2024-03-23 02:42:02.312146	,213	,0.7847,	0.0000,	0.0000
2024-03-23 02:42:07.110169	,214	,0.7571,	0.0000,	0.0000
2024-03-23 02:42:11.723883	,215	,0.7903,	0.0000,	0.0000
2024-03-23 02:42:16.330418	,216	,0.7771,	0.0000,	0.0000
2024-03-23 02:42:21.011610	,217	,0.7721,	0.0000,	0.0000
2024-03-23 02:42:25.961560	,218	,0.7830,	0.0000,	0.0000
2024-03-23 02:42:30.659092	,219	,0.7777,	0.0000,	0.0000
2024-03-23 02:42:35.144753	,220	,0.7655,	0.0000,	0.0000
2024-03-23 02:42:39.771863	,221	,0.7822,	0.0000,	0.0000
2024-03-23 02:42:44.458121	,222	,0.7375,	0.0000,	0.0000
2024-03-23 02:42:49.064785	,223	,0.7252,	0.0000,	0.0000
2024-03-23 02:42:53.813306	,224	,0.7423,	0.0000,	0.0000
2024-03-23 02:42:58.371726	,225	,0.7831,	0.0000,	0.0000
2024-03-23 02:43:02.877393	,226	,0.7537,	0.0000,	0.0000
2024-03-23 02:43:07.542877	,227	,0.7542,	0.0000,	0.0000
2024-03-23 02:43:12.239602	,228	,0.7745,	0.0000,	0.0000
2024-03-23 02:43:16.791431	,229	,0.7402,	0.0000,	0.0000
2024-03-23 02:43:21.471315	,230	,0.7854,	0.0000,	0.0000
2024-03-23 02:43:26.274344	,231	,0.7160,	0.0000,	0.0000
2024-03-23 02:43:30.752597	,232	,0.7382,	0.0000,	0.0000
2024-03-23 02:43:35.625910	,233	,0.7564,	0.0000,	0.0000
2024-03-23 02:43:40.310379	,234	,0.7634,	0.0000,	0.0000
2024-03-23 02:43:44.720377	,235	,0.7523,	0.0000,	0.0000
2024-03-23 02:43:49.447453	,236	,0.7123,	0.0000,	0.0000
2024-03-23 02:43:54.120102	,237	,0.7464,	0.0000,	0.0000
2024-03-23 02:43:58.719780	,238	,0.7304,	0.0000,	0.0000
