Epoch	Train Loss	Train Accuracy	Validation Accuracy
2024-03-14 17:07:22.692317	,0	,1.8427,	0.0000,	0.0000
2024-03-14 17:07:41.062607	,1	,1.8696,	0.0000,	0.0000
2024-03-14 17:07:59.288852	,2	,1.9117,	0.0000,	0.0000
2024-03-14 17:08:17.816401	,3	,1.7880,	0.0000,	0.0000
2024-03-14 17:08:27.903559	,4	,1.6420,	0.0000,	0.0000
2024-03-14 17:08:57.985632	,5	,1.7292,	0.0000,	0.0000
2024-03-14 17:09:16.710052	,6	,1.7357,	0.0000,	0.0000
2024-03-14 17:09:34.711335	,7	,1.7771,	0.0000,	0.0000
2024-03-14 17:09:53.034378	,8	,1.5697,	0.0000,	0.0000
2024-03-14 17:10:03.151056	,9	,1.3992,	0.0000,	0.0000
2024-03-14 17:10:33.711154	,10	,1.5911,	0.0000,	0.0000
2024-03-14 17:10:52.077377	,11	,1.5555,	0.0000,	0.0000
2024-03-14 17:11:10.519751	,12	,1.6681,	0.0000,	0.0000
2024-03-14 17:11:28.836979	,13	,1.5887,	0.0000,	0.0000
2024-03-14 17:11:38.777758	,14	,1.3403,	0.0000,	0.0000
2024-03-14 17:12:08.461156	,15	,1.5534,	0.0000,	0.0000
2024-03-14 17:12:26.728104	,16	,1.5636,	0.0000,	0.0000
2024-03-14 17:12:44.948212	,17	,1.5655,	0.0000,	0.0000
2024-03-14 17:13:03.137847	,18	,1.5186,	0.0000,	0.0000
2024-03-14 17:13:13.498968	,19	,1.3005,	0.0000,	0.0000
2024-03-14 17:13:43.313891	,20	,1.4696,	0.0000,	0.0000
2024-03-14 17:14:01.691893	,21	,1.4459,	0.0000,	0.0000
2024-03-14 17:14:21.367200	,22	,1.4211,	0.0000,	0.0000
2024-03-14 17:14:40.368385	,23	,1.3896,	0.0000,	0.0000
2024-03-14 17:14:50.662163	,24	,1.2041,	0.0000,	0.0000
2024-03-14 17:15:22.894631	,25	,1.3780,	0.0000,	0.0000
2024-03-14 17:15:43.451063	,26	,1.3924,	0.0000,	0.0000
2024-03-14 17:16:03.735194	,27	,1.3925,	0.0000,	0.0000
2024-03-14 17:16:23.618095	,28	,1.2945,	0.0000,	0.0000
2024-03-14 17:16:33.855103	,29	,1.2058,	0.0000,	0.0000
2024-03-14 17:17:04.927118	,30	,1.3297,	0.0000,	0.0000
2024-03-14 17:17:24.326207	,31	,1.3306,	0.0000,	0.0000
2024-03-14 17:17:42.910048	,32	,1.3619,	0.0000,	0.0000
2024-03-14 17:18:02.194956	,33	,1.2945,	0.0000,	0.0000
2024-03-14 17:18:13.455533	,34	,1.1783,	0.0000,	0.0000
2024-03-14 17:18:45.184550	,35	,1.2289,	0.0000,	0.0000
2024-03-14 17:19:03.662530	,36	,1.1961,	0.0000,	0.0000
2024-03-14 17:19:22.268509	,37	,1.2834,	0.0000,	0.0000
2024-03-14 17:19:40.710000	,38	,1.2412,	0.0000,	0.0000
2024-03-14 17:19:51.080140	,39	,1.0872,	0.0000,	0.0000
